Text sin stop words,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism
"Correction : Black ppl violent ppl planet .   saying true , comes black black crime shit ,   single race shit happens races , globe .",1,1,0,0,1,0,0,0,0,0,0,0
"sure michael brown knew killer young girl considered "" homeboy """,0,0,0,0,0,0,0,0,0,0,0,0
love Peggy .,0,0,0,0,0,0,0,0,0,0,0,0
yeah said save tax dollars buy parts harleys ARs LOLOL,0,0,0,0,0,0,0,0,0,0,0,0
"Peggy , know fine black women ( men ) like sick tired violence blame . Thanks speaking !",0,0,0,0,0,0,0,0,0,0,0,0
"Awesome Job Peggy !   thank telling truth ! ! 
  # WeStandWithPeggyHubbard",0,0,0,0,0,0,0,0,0,0,0,0
"community marching peace hand hand girl killed sitting home homework . deserves society let . Maybe Al Sharpton lead ... 
",0,0,0,0,0,0,0,0,0,0,0,0
"Truth delivered courage conviction , political correctness reaches hearts minds honest , productive hard - working people . lady says like .",0,0,0,0,0,0,0,0,0,0,0,0
Right ! Dynamite !,0,0,0,0,0,0,0,0,0,0,0,0
Blacks speak   truth conform norm considered Uncle Tom sell outs,0,0,0,0,0,0,0,0,0,0,0,0
"days , Conservative , support Confederate Flag , denies racism , criticize black people ; deemed hero white people ? Lmao . white woman black face screen",1,0,0,0,0,1,1,0,0,0,0,0
REAL strong black woman afraid speak TRUTH .,0,0,0,0,0,0,0,0,0,0,0,0
Peggy love video use stand black lives matters excuse away crime . know lot good blacks like voices heard voices silenced nationwide uproar black lives matters afraid victim .,0,0,0,0,0,0,0,0,0,0,0,0
"okay blacklivesmovent thugs   stop carp u wanna stand murder child died gettin shoot cheast becasue u wanna act like plant apes movie excuse black killing blacks u wanna come cops white ppl   names , rastist names u   nt try lisening lawa obeying law stop shooting   inncent ppl     benfits u guys killing ppl need   jail ,",1,0,0,0,0,1,1,0,0,0,0,0
"freakin ' , girl ! !",0,0,0,0,0,0,0,0,0,0,0,0
"AMEN ! ! ! , Peggy Hubbard ! ! Color makes difference , person inside . innocent year old little girl attention . people want cause chaos , black white ! ! going exactly Obama wanted , look country mess . admire courage telling like Peggy Hubbard .",1,0,0,0,0,1,1,0,0,0,0,0
race ( human race ),0,0,0,0,0,0,0,0,0,0,0,0
"OMG ! putting , telling truth . hard , true .",0,0,0,0,0,0,0,0,0,0,0,0
"integration black people schools , business   banks ! ! ! ! ! !   integration lost thing ! ! ! ! ! !",1,1,0,1,0,0,0,0,0,0,0,0
! Leave ! !,0,0,0,0,0,0,0,0,0,0,0,0
Wake Black People .,0,0,0,0,0,0,0,0,0,0,0,0
"older , white conservative says Peggy Vice President ! imagine Trump / Hubbard ticket ? WOWEEE WOW !",0,0,0,0,0,0,0,0,0,0,0,0
pretty woman dang !,0,0,0,0,0,0,0,0,0,0,0,0
"Leave video . truth hurts . 
 Thank posting video .",0,0,0,0,0,0,0,0,0,0,0,0
"Ask fellow white liberal press networks blogs post , wo , cringe black conservatism .",1,1,0,1,0,0,0,0,0,0,0,0
said need new parts Harley lol,0,0,0,0,0,0,0,0,0,0,0,0
"Thank . Finally , powerful voice truth black community . 93 % black killings perpetrated blacks . , 7 % black murders non - blacks directed innocent black citizens , drug gang related . Donald Trump , Star Parker , hope aware Peggy Hubbard comments address issue honestly . needs seat table Ms. Hubbard Trump campaign administration . 

 Race Mongers like Obama , Eric Holder , Pelosi , Reid , Jessie Jackson , Al Sharpton , NAACP , Congressional Black Caucus , Congressional Democrats ( ethnicities , levels government ) , mainstream media conspired 50 years turn viable black communities government - dependent ghettos knowingly advancing false narrative systemic White ( conservative ) racism . 
 
 greatest accomplishment destruction black nuclear family . Seventy - percent black children born single mothers .   married limit number children , Obama progressives gladly extort taxpayer money care illegitimate children exchange guaranteed votes power .   master plan policy insures generations newly created disaffected dysfunctional adults necessarily democratic voters . 

 race hustlers mentioned , reacted way black black killings , neighborhoods power , wipe gangs , minimize drug use community real “ hope ” “ change . ”   happen .   need black communities dependent feel hopeless order maintain power control .   living good life backs people , deceiving thinking care .   think – purveyors lies damn lies race issue past 40 years “ real ” jobs like rest .",0,0,0,0,0,0,0,0,0,0,0,0
"Peggy , tip hat .",0,0,0,0,0,0,0,0,0,0,0,0
love . thug deserves slug,1,0,0,0,0,1,1,0,0,0,0,0
"Body cams air police run day day . 
 cop screws .",0,0,0,0,0,0,0,0,0,0,0,0
"@ReasonBurger(Twitter ) 

 Powerful . Blunt force trauma powerful . hope words change thinking concern black lives misplaced . 

 Thank sharing .",0,0,0,0,0,0,0,0,0,0,0,0
peggy Hubbard president,0,0,0,0,0,0,0,0,0,0,0,0
"agree said , trust police wo arrest crooked pedophile protecting treasonous politicans thing military people",1,1,0,1,0,0,0,0,0,0,0,0
BlackLivesMatter built deceit lies,1,1,0,1,0,0,0,0,0,0,0,0
"nt like generalizations , rant , main point RIGHT . Chris rock said best , Black people niggaz . nigga morns killer got gunned street , Black person mourns loss INNOCENT human life little girl got murdered . Based comments , Black nigga ratio dropping .",1,0,0,0,0,1,1,0,0,0,0,0
"tell taboo talk , News Media wo touch foot pole ... *""""Black White Crime "" "" * 
 Blacks sexually assaulted 30,000 white women 2005 fewer 10 black women sexually assaulted white men . Yes , 2005 BOJ stats available online anymore stating "" statistic inflammatory certain ethnic groups ' tip iceberg .",0,0,0,0,0,0,0,0,0,0,0,0
Peggy watch life leadership revolution videos . people smart good mentors . think research training great leader . great work,0,0,0,0,0,0,0,0,0,0,0,0
BEST HONEST BLACK PEOPLE I'VE KNOW,0,0,0,0,0,0,0,0,0,0,0,0
Bam .......... said ! ! !,0,0,0,0,0,0,0,0,0,0,0,0
"God Bless lady !    wish people like intelligence .    God Bless little girl lost life thugs , sad .   single animals cares . 
 # Black lives Matter , ASS !                    # Innocent LIVES MATTER !",0,0,0,0,0,0,0,0,0,0,0,0
Black man needed Black Lives Matter message needed .. ... .,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Hubbard ABSOLUTE respect . Wish run office level . got bigger balls male politicians . like BRAVO !,0,0,0,0,0,0,0,0,0,0,0,0
"said Peggy , message shared everybody .",0,0,0,0,0,0,0,0,0,0,0,0
"Mansur Ball - Bey thug .   worked FedEx house served Warrant .   video brandishing gun .   shot illegal Police officer . 

 St Louis PD releasing data know shot killed error .    Ball - Bey criminal record .  

 Hubbard illegal .   going national TV slandering Ball - Bey son .   Frankly sue .",0,0,0,0,0,0,0,0,0,0,0,0
watching second Rest power trayvon martin story . urge watch !,0,0,0,0,0,0,0,0,0,0,0,0
"https://youtu.be/qLpGdYVx-DM 
 black people violent ?",0,0,0,0,0,0,0,0,0,0,0,0
thank speaking problems black community .,0,0,0,0,0,0,0,0,0,0,0,0
"Yea ! beat white people , rob black owned stores , cause massive riots wasting money ! bet 90 % y work , stop wasting people money .... hope single person got shot ... happen , sadly .",1,1,0,1,0,1,1,0,0,0,0,0
# blacklivesdontmatter,1,0,0,0,0,1,1,0,0,0,0,0
Seeing comments proves backward country .  ,1,1,0,1,0,0,0,0,0,0,0,0
police ! militarized !,0,0,0,0,0,0,0,0,0,0,0,0
dumb mf,1,1,0,0,1,0,0,0,0,0,0,0
""" stop revolution ! "" , 2 years ... pretty good job far .",0,0,0,0,0,0,0,0,0,0,0,0
"feel sorry hapenned . think happen gang member kill ? ? ? street cop kill black male knowing gang menbers killing day . lost family , friend . went streets scream stop killing police killing black person world stop . Humans",0,0,0,0,0,0,0,0,0,0,0,0
"burn public storage , makes sense ..",0,0,0,0,0,0,0,0,0,0,0,0
mad cause quiet lost thier belts .,0,0,0,0,0,0,0,0,0,0,0,0
GOOD  ,0,0,0,0,0,0,0,0,0,0,0,0
real criminals wall street guys steal money inmate Penitentiary dreamed stealing,1,1,0,1,0,0,0,0,0,0,0,0
""" Revolution "" ? Setting neighbourhood fire ... good job , burn suburbs cops live ... making homeless achive ?",1,1,0,1,0,0,0,0,0,0,0,0
"Molotov cocktail local drink , wants dance , dance ...",0,0,0,0,0,0,0,0,0,0,0,0
Brown Stepfather pants half way .  ,1,1,0,0,1,0,0,0,0,0,0,0
"trés totes hilars vid grip "" revolutionaries "" regular posters Afro - Punk , seventeen massive corporate sponsors .   "" revolution start , sponsored following multi - national corporations ... "" ha ha ha .   Virtue signaling satire practically writes ! :)",0,0,0,0,0,0,0,0,0,0,0,0
"Congrats got "" Town flames "" 
 roll live 3rd world hell hole 
 try .. 
 OH WAIT 
 cause town garbage probably business markets = p",0,0,0,0,0,0,0,0,0,0,0,0
white immigrants need Europe tbh native Americans European settlers came boats,1,1,0,1,0,0,0,0,0,0,0,0
bunch complete dumb asses !,1,1,0,0,0,0,0,0,0,0,0,0
Ignorance law excuse 18 U.S.C. 242 Deprivation rights color law,0,0,0,0,0,0,0,0,0,0,0,0
agree time race war .,1,0,0,0,0,1,1,0,0,0,0,0
""" war 400 years "" war started quarter million Americans died . Stop bitching",1,1,0,0,0,0,0,0,0,0,0,0
"weird white , pretext police officer white risk , black police officer kill white , taken 20 years prison . 
 , white , white black equal",0,0,0,0,0,0,0,0,0,0,0,0
Crimes committed Riot Federal Offence .   Federal Government ability build unlimited prisons .,0,0,0,0,0,0,0,0,0,0,0,0
Michael Brown THUG ! God bless Thin Blue Line ! ! graduate police academy December !,1,0,0,0,0,1,1,0,0,0,0,0
"people , understand saying , black America . good world , people respect race like , bad",1,0,0,0,0,1,1,0,0,0,0,0
PEOPLE SHOULDVE . WISH WOULDVE LITERALLY BURNED ENTIRE CITY,1,1,0,1,0,0,0,0,0,0,0,0
Lol ! Look got !,0,0,0,0,0,0,0,0,0,0,0,0
"* Scrolls comments bunch racist comments * 
 : Look ! Trump Supporters ! 
 * Sits patiently hate * 





 Ok seriously , lot people saying wrong , “ Yeah , kinda ” people saying “ black . ” , think African American people innocent wrong .",0,0,0,0,0,0,0,0,0,0,0,0
3:40 milk,0,0,0,0,0,0,0,0,0,0,0,0
"nice looting , protesting , rioting , burning stuff middle night work day",1,1,0,1,0,0,0,0,0,0,0,0
hard open fire,1,1,0,1,0,0,0,0,0,0,0,0
"police shot 1 black guy , & blacks riot , ! ! black shoot black , happens ? ? , , , , , , , , , , , , , , ?",0,0,0,0,0,0,0,0,0,0,0,0
Dirty mongrels ! ! !,1,1,0,0,0,0,0,0,0,0,0,0
National Guard called hint riot .   National Guard spooks rioters .,0,0,0,0,0,0,0,0,0,0,0,0
tax dollars spanking new cop car 😔,0,0,0,0,0,0,0,0,0,0,0,0
police car purposefully left destroy anger instead businesses . cost destruction car passed state taxpayers .,0,0,0,0,0,0,0,0,0,0,0,0
95 % policing problem protested caused black criminals .   Let forget blame address elephant room .,1,0,0,0,0,1,1,0,0,0,0,0
"Peace needs found sides . stubborn , relentless , peaceful . work , sit steps power days chant concerns ! ........................ “ Fear path dark . Fear leads anger . Anger leads hate . Hate leads suffering . ”- Yoda .............................. :)    <3",0,0,0,0,0,0,0,0,0,0,0,0
inanimate object police car resilient getting completely flipped set fire .,0,0,0,0,0,0,0,0,0,0,0,0
hate basterds like funny tried pushing flipped . # Hacopcarcanstillfightback,1,1,0,0,0,0,0,0,0,0,0,0
Ferguson 2014 : Protesters Flip Police Car   | New York Times,0,0,0,0,0,0,0,0,0,0,0,0
wish car flipped crushed rioters,1,1,0,1,0,0,0,0,0,0,0,0
Ameland !,1,0,0,0,0,1,1,1,0,0,0,0
cops need look video start arresting people .,0,0,0,0,0,0,0,0,0,0,0,0
showed violent protests,0,0,0,0,0,0,0,0,0,0,0,0
"Good job guys , raised taxes ! !",0,0,0,0,0,0,0,0,0,0,0,0
"friend gets killed means burn local homes items 
 correct",1,1,0,1,0,0,0,0,0,0,0,0
question park cruiser protesters 🤔 🤔,0,0,0,0,0,0,0,0,0,0,0,0
point set person fire,0,0,0,0,0,0,0,0,0,0,0,0
rip crown vic durable car :(,0,0,0,0,0,0,0,0,0,0,0,0
hate people read . read . black .,1,0,0,0,0,1,1,0,0,0,0,0
"saying black people , white people , white woman got shot rubber bullet came day black people helping walk .",0,0,0,0,0,0,0,0,0,0,0,0
truly tragedy .. death kid way city reacted !    way justice .    makes matters worse .    Malcolm X way handling things Dr. King way .,0,0,0,0,0,0,0,0,0,0,0,0
"Maybe know exact story , understood supposed case grown man shooting kid . ai supposed racial , guys letting hate , anti black anti white w.e , forgetting going . police officer shot innocent kid . . Want justice , fckin race . moment pick race , fckin joke . nt rats ass blacks killed whites vice versa , want know fck POLICE OFFICER walking free emptying motherfckin gun CHILD .  ",1,1,0,0,1,0,0,0,0,0,0,0
"
 Michael Brown deserved die , intoxicated , aggressive attempted reach cops gun .",1,1,0,1,0,0,0,0,0,0,0,0
""" experienced racism sides "" 
 racist whites ?",0,0,0,0,0,0,0,0,0,0,0,0
"Muslims UK , black brothers & Sisters America .",0,0,0,0,0,0,0,0,0,0,0,0
Kid hopeless piece shit .. look bully store owner . bad decisions got dumb ass shot killed,1,1,0,0,1,0,0,0,0,0,0,0
y' racists fuck . god bless america,1,1,0,0,0,0,0,0,0,0,0,0
people seen Mississippi Burning way damn times .,0,0,0,0,0,0,0,0,0,0,0,0
racist comments . hate white .,0,0,0,0,0,0,0,0,0,0,0,0
fuck need military police civilians ? like wanna bring new gear dress like soldier strut trying look tough .  ,0,0,0,0,0,0,0,0,0,0,0,0
let Elite divide conquer tactics work ! ! ! want racially divided rise  ,1,1,0,1,0,0,0,0,0,0,0,0
j = kind bandana guy wearing ? light,0,0,0,0,0,0,0,0,0,0,0,0
"Oh man , thug life types ... you're hilarious . Seriously , fuckin ' riot . 

 Look , dollar pocket knife pawnshop , pull pants , stop playing basstracks 80s Sedan rims cost car sit ass office belong . 

 criminal life ai .",1,0,0,0,0,1,1,0,0,0,0,0
7:24 7:30 XDDDDDDDDDDDDDDDD,0,0,0,0,0,0,0,0,0,0,0,0
"shooting thing black . Black people black issue . line grown man robbed store ignored police orders . people think ok protest behalf thug respect law , yes shame came death nt thief alive . hear bullshit blacks got ta got ta , hard streets , streets .... blah blah blah . wear hard living like badge honor honor country , hey lets steal cigarillos blunts , worsen ghetto ,  ",1,0,0,0,0,1,1,0,0,0,0,0
Blacks prejudice easily,1,0,0,0,0,1,1,0,0,0,0,0
"Remember time race rioted race got shot white cop attacking officer waving gun ? 
 Remember huge riot year 13 month old shot head 2 black kids ? 

 Oh .",1,0,0,0,0,1,1,0,0,0,0,0
nt attack police officer ? steal store ? expect ?  ,0,0,0,0,0,0,0,0,0,0,0,0
"0:10 legend yelling "" """,0,0,0,0,0,0,0,0,0,0,0,0
"Truth . people need realize accept Michael Browns actions brought situation . 
  Bible says justice served fast , justice . 
 people said 
 "" justice , peace "" 
  words awakes Scriptures head . Deeply speak wish speak right long . believe come right time .",0,0,0,0,0,0,0,0,0,0,0,0
Darude ............... sand ... storm .......,0,0,0,0,0,0,0,0,0,0,0,0
"finished video .... 
 gaze racists bigots comment section . glad human .",1,1,0,0,0,0,0,0,0,0,0,0
saying Micheal brown deserved treyvon Martin Eric garner,0,0,0,0,0,0,0,0,0,0,0,0
"hmm , maybe s depth subject comment section .. nope bunch degenerates .",1,1,0,0,0,0,0,0,0,0,0,0
y need stop acting like mike brown innocent guy wrong  ,0,0,0,0,0,0,0,0,0,0,0,0
pair work boots stolen ferguson riots .,1,0,0,0,0,1,1,0,0,0,0,0
"police use "" peaceful ways "" needs bulletproof vest helmet .",0,0,0,0,0,0,0,0,0,0,0,0
"want justice .    mob mentality action .    guilty matter Grand Jury says , matter evidence says , let hang nearest tree .    officers rights ?     need learn speak proper English job .    bigger racest ?    white crowd jail .",1,0,0,0,0,1,1,0,0,0,0,0
Mike Brown criminal thug . Fuck,1,1,0,0,1,1,1,0,0,0,0,0
5:53 brick hit white pig helmet . Lmao . Nice shot . hit face,1,0,0,0,0,1,1,0,0,0,0,0
Fuck mo kansas city,1,1,0,0,1,0,0,0,0,0,0,0
MLK saw cry .,0,0,0,0,0,0,0,0,0,0,0,0
"race issue , police brutality issue . time cop like Darren Wilson sent jail , group police officers shot killed homeless , white man want leave spot home . shot , attacked K9s , shot bean bags long dead . camera jail . problem police ignoring worse worse . try excuses bad police officers ' behavior thankful ones job right .",0,0,0,0,0,0,0,0,0,0,0,0
"time interviewed person noticed "" ghetto "" clearly education preschooler . protested incredible stupid stuff , Dr Martin Luther King jr disappointed respect . ignorant black people like ruining things victims . Wake stupids guys ones . making America look stupid .",1,0,0,0,0,1,1,0,0,0,0,0
right loot . right private property right destroy public property .   play victim card .   change .  ,0,0,0,0,0,0,0,0,0,0,0,0
* Yes lets destroy property ruin day mad . Police ! *       cunts .,1,1,0,0,0,0,0,0,0,0,0,0
lol police begining .. sounds like s saying MOO .. cow mean cop maybe feel like cop .. mean cow ^^,0,0,0,0,0,0,0,0,0,0,0,0
"Fergueson residents stupid , complain crime police shoots criminal emo tell police leave rioting , looting destroying community . logic ? think trolling srs .",1,0,0,0,0,1,1,0,0,0,0,0
"time agree police going burn relation agree protesting . people fucking stupid , de - evolving  ",1,1,0,0,0,0,0,0,0,0,0,0
"Look people , black lives matter like white lives . Mike browns life lawfully ended police officer assaulted Mike brown , suspect aka Mr. Brown football player 6 ft 3 inches , mention high marijuana . officer 5 ft 11 inches armed baton gun . telling Mr brown hands witch evidence shows . shot assaulting officer . . officer . police officer officer stupid . officer attacked man larger . time stop think hmmm maybe defend maybe let kill .",0,0,0,0,0,0,0,0,0,0,0,0
Comments vice video extrem ( case obviously racist ) seriously,0,0,0,0,0,0,0,0,0,0,0,0
"450 people killed cops USA year . cop kill country streat protest matter dead man white black . 
 comments white people nt fuck dead black man . 
 nt , unnecessary dead mater .",1,1,0,0,1,0,0,0,0,0,0,0
"people stupid fuck , would't work 7 . idea fun losers better . Oh yeah great work burning auto place people unemployed provide family . Great work , police shot criminal happened black . people definition sheep , individual thinker .  ",1,1,0,0,0,0,0,0,0,0,0,0
"like begining , peaceful , fucking reporter wearing armor XD",1,1,0,0,1,0,0,0,0,0,0,0
civilians perspective people fight gets shot goes jail . cop protecting self . Micheal brown shot 151 feet away Daren Wilson`s patrol car way self situation continued conflict reason shoot options like pepper spray tazer .,0,0,0,0,0,0,0,0,0,0,0,0
7:28 Lost shit GUY . lmao,0,0,0,0,0,0,0,0,0,0,0,0
"understand lady 1:30 said ... going articles videos shooting incident , personally think case exaggerated ... riot , looting , criminal activities said "" caused "" grand jury decision fake . crime saw opportunity disintegration , use decision reason .  ",0,0,0,0,0,0,0,0,0,0,0,0
lady 7:30 . hahahaha,0,0,0,0,0,0,0,0,0,0,0,0
United Shits America collapsing . good,1,0,0,0,0,1,1,1,0,0,0,0
"people , want shot act like thug threaten police officer , effin ridiculous .   excuse act like assholes ... 

 Oh good job destroying city .",1,1,0,0,1,0,0,0,0,0,0,0
Somebody pick gun kill cop LA style,1,1,0,1,0,0,0,0,0,0,0,0
"police nt try shoot legs , arms body parts immobilize . time officer fire weapon deadly force . trained aim centre mass , parts body .",0,0,0,0,0,0,0,0,0,0,0,0
"m sick seeing racist comment . shame rascim 2015 , , grow fuck people",1,1,0,0,1,0,0,0,0,0,0,0
JUSTICE STREET . EYE EYE . KILL KILL,1,1,1,0,0,0,0,0,0,0,0,0
like blacks racist white ppl consequences ... nice new world live,1,0,0,0,0,1,1,0,0,0,0,0
"find insane black people play racist card single little issue coincidental white - black situation , cases race . 

 , want justice . . destroying private property looting shops , right mind ask justice rob destroy peoples lively hood time . 

 black communities think perfectly acceptable black person kill white cop cop follows procedures defends self potential fatal attack angry . . yeah black guy firearm easily knife . . value black people white law enforcement officer . . life equal understand officer defended self attack . . yes attack .    ",1,0,0,0,0,1,1,0,0,0,0,0
"Black lives matter 
 White lives matter 
 lives matter",0,0,0,0,0,0,0,0,0,0,0,0
Cuumm dowww heeeeerrrr lol come .,0,0,0,0,0,0,0,0,0,0,0,0
cops armed civil war ... machine guns unarmed   civilians throwing bricks ... fuck united states . people america free oppression ! !  ,1,1,0,1,0,0,0,0,0,0,0,0
"signs , "" black lives matter ! "" , "" parent bury child!"",""justice ! "" . bet know black person shot white cop , ask person killed black person , damn clue . marches protests ? far likely murdered black person cop . fact . fuck sharpton . cornell west .",1,1,0,0,0,0,0,0,0,0,0,0
cops = pigs,1,1,0,0,0,0,0,0,0,0,0,0
"saw article cases went pretty , particular making big scene .",0,0,0,0,0,0,0,0,0,0,0,0
cop Mooing people beginning ?,0,0,0,0,0,0,0,0,0,0,0,0
"man , good fighting hope minorities nt rained national guards . look wepons . acting like war",0,0,0,0,0,0,0,0,0,0,0,0
"1 11,000 cases presented grand jury return indictment . Apparently , militarized police state gunning unarmed teen 1 time . Unevolved racists hide white hoods , hide computer screens & police badges .  ",1,1,0,1,0,0,0,0,0,0,0,0
Darren Wilson stand trial PROVE acted self defense Jury OPEN Court LAW George Zimmerman Michael Dunn .    grand jury operates ' secret ' trusted government trusted operates secret .  ,0,0,0,0,0,0,0,0,0,0,0,0
black .,1,0,0,0,0,1,1,0,0,0,0,0
help motherfuckers primitive compared white people .    frustrated live white people compete .    Blacks Africa self - assured reminded day compete .    Multiculturalism good anybody .    people throwing fits living tax dollars STOLEN white people .,1,0,0,0,0,1,1,0,0,0,0,0
Shoot looters sight ......,1,1,0,1,0,0,0,0,0,0,0,0
Vice News Dispatch ?,0,0,0,0,0,0,0,0,0,0,0,0
"bulllsship vice documentary nt focus facts , idiots jobs venting racist paranoia",1,1,0,1,1,0,0,0,0,0,0,0
10:11 fucking evidence evidence mean fact suspect armed robbery autopsy reports evidence shows cop innocent God damn,1,1,0,0,1,0,0,0,0,0,0,0
feel thirsty violence knowledge .,0,0,0,0,0,0,0,0,0,0,0,0
"police logic , "" Shit brick , Shoot , Quick army nuke ! """,1,1,0,1,0,0,0,0,0,0,0,0
"man , stuff like reconsider world Hitler alive ?  ",1,0,0,0,0,1,1,0,0,0,0,0
"burns , tear gas O.C pepper spray ?",0,0,0,0,0,0,0,0,0,0,0,0
guess gets away label title police title label low life thug addict guess bars smh,0,0,0,0,0,0,0,0,0,0,0,0
ignorant,0,0,0,0,0,0,0,0,0,0,0,0
08:10 dat mask tho ....,0,0,0,0,0,0,0,0,0,0,0,0
Lol stupid mooslims,1,0,0,0,0,1,0,0,0,0,1,0
"Facts 
 Michael Brown 18 . legal adult 

 robbing store time . 

 assaulted store assaulted cop 

 assault cop , likely shot . 

 racist ? ?",0,0,0,0,0,0,0,0,0,0,0,0
living final days going worse,0,0,0,0,0,0,0,0,0,0,0,0
""" Africa "" thing ?    cause like like ... working ... maybe turn continent",1,0,0,0,0,1,1,0,0,0,0,0
sad GOD control knows tired Michael derren wrong right god knows let judge,0,0,0,0,0,0,0,0,0,0,0,0
"bunch ignorant fucks trying hardest turn racial thing , racial thing start , self defense plane simple .   attack cop ass going shot .",1,1,0,1,0,0,0,0,0,0,0,0
feel Blacks America ..... understand .,0,0,0,0,0,0,0,0,0,0,0,0
"think nit upset white people black people shot police day , ignorant fuck . 

 Racism nit problem , militarized police seeing . 

 police culture ! sick disrespected police black man . 

 use violence , best bet logical America fight , despite colour skin ! 

 Furgson , time bring guns shoot !",1,1,0,1,1,0,0,0,0,0,0,0
"America days coming end . emigration rate multiplying year , wealthy individuals , poor unskilled flooding unchecked . Goodbye America , good run .",0,0,0,0,0,0,0,0,0,0,0,0
"  nt understand black community wants rally wanna thug . video guy robbing store came , thought protesters gone home . Michael Brown turd . crowd racist , hate white community .",1,1,0,0,0,1,1,0,0,0,0,0
"11:21 LMAO "" agree rioting violent protesting GOOD STUFF """,0,0,0,0,0,0,0,0,0,0,0,0
like ' hurr ' instead ' ',0,0,0,0,0,0,0,0,0,0,0,0
thing think people forget riots Ferguson .... human combat . minds wrapped race focused     people .  ,0,0,0,0,0,0,0,0,0,0,0,0
Thanks Obama,1,1,0,1,0,0,0,0,0,0,0,0
possibly people unbelievably ignorant ? ? ?,0,0,0,0,0,0,0,0,0,0,0,0
Staged event ... fake riots .. divid conquer ..... fake news ....,0,0,0,0,0,0,0,0,0,0,0,0
People ask peace riot bring violence .,0,0,0,0,0,0,0,0,0,0,0,0
"0:05 0:18 idea cops mooed , thought oinked . Learn new day",1,1,0,0,0,0,0,0,0,0,0,0
reason Rams moved Los Angeles 2016 !,0,0,0,0,0,0,0,0,0,0,0,0
9:41 Dems big ass gun ! 😂 😭,1,1,0,0,1,0,0,0,0,0,0,0
"black ... years ago shot police ... driving friends , partying , illegal drug use car ... didn't notice cop car .... lights went freaked .... pulled panicked ... cops bright lights ... trying desperately hide drugs .... hear cops telling car kept trying hide drugs .... course saw going center console , maybe gun? ... told LOUDLY ... stop hands car .   tell froze exactly told ..... LISTEN shot ... likely head .... understand cop tells ... "" hands ""   HANDS ! ! ! !   tell step "" STEP "" ! ! ! ! !   defy person gun threaten SHOT !   Color .",0,0,0,0,0,0,0,0,0,0,0,0
hatred people ....,0,0,0,0,0,0,0,0,0,0,0,0
Dats tuff,0,0,0,0,0,0,0,0,0,0,0,0
"Remember .. Michael Brown young , teen boy , happened built like linerbacker robbed convenience store .. pillar community . 

 http://www.liveleak.com/view?i=464_1408123040",0,0,0,0,0,0,0,0,0,0,0,0
"point trying ?   blacks "" Equal Opportunity "" Ferguson - suggesting city counsel young black man / woman job black ? ? black people Ferguson treated unfairly law enforcement - suggesting black community law biding citizens break law white people cops arrest black citizens fun sport ? ?   know true reason black community rioting looting ?   asked ?   rioting looting break Knoxville young white couple kidnapped , brutally rapped eventually murdered black men woman ?   wonder comes Racism plain stupidity ?   Mr. Brown Angel , study facts stay away emotion skin color !",0,0,0,0,0,0,0,0,0,0,0,0
lot disgusting people comments trying rationalize casual racism poor understanding context  ,0,0,0,0,0,0,0,0,0,0,0,0
"Whites - Ferguson , let nice ! East St. Louis , Detroit , Baltimore thing happened look cities ! !",1,0,0,0,0,1,1,0,0,0,0,0
found channel favs . .. thank u vids r excellent .,0,0,0,0,0,0,0,0,0,0,0,0
remember sent national defence,0,0,0,0,0,0,0,0,0,0,0,0
"Stats don`t represent problem . Race baiting attitude . Who`s crimes ? Ohh bet Trayvon little innocent boy . Don`t speak lisp , sure sign left wing democrat !  ",1,0,0,0,0,1,1,0,0,0,0,0
quote mother ... Wow hit hard . accurate .,0,0,0,0,0,0,0,0,0,0,0,0
video racist,0,0,0,0,0,0,0,0,0,0,0,0
"God , narrator annoying lisp .  ",0,0,0,0,0,0,0,0,0,0,0,0
